period,effect
1981.0,-0.2235411014207116
1982.0,-0.2259622863342358
1984.0,-0.21295618394598112
1990.0,-0.24373366321589476
1991.0,-0.15781466044444634
1995.0,0.20481952412665289
1996.0,-0.09556823621455898
1997.0,-0.24324966772207612
1998.0,-0.00635625147561868
1999.0,0.7589014665973111
2000.0,0.3304107168175163
2001.0,-0.2153252375106579
2002.0,-0.4712881394838032
2003.0,-0.49402011425915393
2004.0,0.4984304632179239
2005.0,0.32166015174014767
2006.0,0.18276328189698784
2007.0,-0.12007810832448348
2009.0,-0.4371541316500645
2010.0,0.09773305934861111
2011.0,0.02324176337022158
2012.0,0.08115402600741095
2013.0,-0.04762008031587174
2014.0,-0.44488244935869153
2016.0,0.07193889493666732
2017.0,0.10966856620031129
2018.0,0.06596193232956521
2019.0,0.05975385858964066
2020.0,0.27609834640245834
2021.0,-0.27681593385131376
2022.0,0.7807230842584303
2023.0,-0.07194617223780872
